Date,Reference No.,Customer,Sale Employee,Total (MYR),Rounding (MYR),Sale Total (MYR),Received (MYR),Tax (MYR),Tax Received (MYR),Charge (MYR),Net Received (MYR),Cash (MYR),Card (MYR),Others (MYR),Credit (MYR),Due (MYR),Remark,,Cash (MYR),Card (MYR),Cheque (MYR),Installment (MYR),Others (MYR),FOC (MYR)
12/9/2024,,e3b0c442,6a777e0f,327,0,327,327,0,0,0,327,0,327,0,0,,,,0,327,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
13/9/2024,IN04816,305a619f,858d285f,286,0,286,286,0,0,0,286,0,286,0,0,0,Sale,,0,286,0,0,0,0
13/9/2024,,e3b0c442,6a777e0f,286,0,286,286,0,0,0,286,0,286,0,0,,,,0,286,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
14/9/2024,IN04817,8fe81dee,858d285f,3321,0,3321,3321,0,0,0,3321,0,3321,0,0,0,Sale,,0,3321,0,0,0,0
14/9/2024,IN04818,8fe81dee,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/9/2024,,e3b0c442,6a777e0f,3321,0,3321,3321,0,0,0,3321,0,3321,0,0,,,,0,3321,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
15/9/2024,IN04819,fd78ff03,3af461b8,129,0,129,129,0,0,0,129,129,0,0,0,0,Sale,,129,0,0,0,0,0
15/9/2024,,e3b0c442,6a777e0f,129,0,129,129,0,0,0,129,129,0,0,0,,,,129,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
16/9/2024,IN04820,c0b5f784,94467b66,924,0,924,924,0,0,0,924,0,924,0,0,0,Sale,,0,924,0,0,0,0
16/9/2024,IN04821,ffb2b3cf,858d285f,3436,0,3436,3436,0,0,0,3436,0,3436,0,0,0,Sale,,0,3436,0,0,0,0
16/9/2024,IN04822,ffb2b3cf,858d285f,260,0,260,260,0,0,0,260,0,0,260,0,0,Sale,,0,0,0,0,260,0
16/9/2024,IN04823,3ba05131,858d285f,218,0,218,218,0,0,0,218,0,218,0,0,0,Sale,,0,218,0,0,0,0
16/9/2024,IN04824,518aa2dc,3af461b8,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
16/9/2024,,e3b0c442,6a777e0f,5036,0,5036,5036,0,0,0,5036,0,4776,260,0,,,,0,4776,0,0,260,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/9/2024,IN04825,2aaab5c4,4cf89708,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
18/9/2024,IN04826,2b87f6f8,4cf89708,3582,0,3582,2144,0,0,0,2144,0,2144,0,0,1438,Sale,,0,2144,0,0,0,0
18/9/2024,,e3b0c442,6a777e0f,3762,0,3762,2324,0,0,0,2324,0,2324,0,0,,,,0,2324,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/9/2024,IN04827,8dacb887,4cf89708,397,0,397,397,0,0,0,397,0,397,0,0,0,Sale,,0,397,0,0,0,0
20/9/2024,,e3b0c442,6a777e0f,397,0,397,397,0,0,0,397,0,397,0,0,,,,0,397,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/9/2024,IN04828,de7f3093,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
21/9/2024,,e3b0c442,6a777e0f,198,0,198,198,0,0,0,198,0,198,0,0,,,,0,198,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
22/9/2024,IN04829,a8544cd1,547b42da,585,0,585,585,0,0,0,585,0,585,0,0,0,Sale,,0,585,0,0,0,0
22/9/2024,IN04830,27bcb8a1,547b42da,129,0,129,129,0,0,0,129,0,129,0,0,0,Sale,,0,129,0,0,0,0
22/9/2024,IN04831,a64ee9a1,3af461b8,468,0,468,468,0,0,0,468,0,468,0,0,0,Sale,,0,468,0,0,0,0
22/9/2024,,e3b0c442,6a777e0f,1182,0,1182,1182,0,0,0,1182,0,1182,0,0,,,,0,1182,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/9/2024,IN04832,0ad595e7,2d0f4c4e,129,0,129,129,0,0,0,129,0,129,0,0,0,Sale,,0,129,0,0,0,0
24/9/2024,IN04833,0a75dea4,40612bd7,200,0,200,200,0,0,0,200,0,0,200,0,0,Sale,,0,0,0,0,200,0
24/9/2024,IN04834,78caf856,547b42da,100,0,100,100,0,0,0,100,0,100,0,0,0,Sale,,0,100,0,0,0,0
24/9/2024,,e3b0c442,6a777e0f,429,0,429,429,0,0,0,429,0,229,200,0,,,,0,229,0,0,200,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/9/2024,IN04835,bb87695c,4cf89708,332,0,332,332,0,0,0,332,0,0,332,0,0,Sale,,0,0,0,0,332,0
25/9/2024,,e3b0c442,6a777e0f,332,0,332,332,0,0,0,332,0,0,332,0,,,,0,0,0,0,332,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/9/2024,IN04836,d931840c,4cf89708,720,0,720,720,0,0,0,720,0,720,0,0,0,Sale,,0,720,0,0,0,0
26/9/2024,IN04837,53613896,4cf89708,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
26/9/2024,,e3b0c442,6a777e0f,1100,0,1100,1100,0,0,0,1100,0,1100,0,0,,,,0,1100,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
28/9/2024,IN04838,73062f58,ade498ef,0,0,0,0,0,0,0,0,0,0,0,1886,0,Sale,,0,0,0,0,0,0
28/9/2024,IN04839,cf0ab23d,858d285f,286,0,286,286,0,0,0,286,0,286,0,0,0,Sale,,0,286,0,0,0,0
28/9/2024,,e3b0c442,6a777e0f,286,0,286,286,0,0,0,286,0,286,0,1886,,,,0,286,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
29/9/2024,IN04840,c0d8c18d,4cf89708,397,0,397,397,0,0,0,397,0,397,0,0,0,Sale,,0,397,0,0,0,0
29/9/2024,IN04841,fb9c1815,2d0f4c4e,576,0,576,576,0,0,0,576,0,576,0,0,0,Sale,,0,576,0,0,0,0
29/9/2024,IN04842,a8544cd1,2ba1abe1,129,0,129,129,0,0,0,129,0,129,0,0,0,Sale,,0,129,0,0,0,0
29/9/2024,IN04843,25df6c36,94467b66,280,0,280,280,0,0,0,280,0,0,280,0,0,Sale,,0,0,0,0,280,0
29/9/2024,IN04844,50a42ec4,3af461b8,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
29/9/2024,IN04845,fba43ea1,2d0f4c4e,129,0,129,129,0,0,0,129,0,129,0,0,0,Sale,,0,129,0,0,0,0
29/9/2024,IN04846,dcda8c60,858d285f,2148,0,2148,2148,0,0,0,2148,0,2148,0,0,0,Sale,,0,2148,0,0,0,0
29/9/2024,,e3b0c442,6a777e0f,3857,0,3857,3857,0,0,0,3857,0,3577,280,0,,,,0,3577,0,0,280,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
1/10/2024,IN04847,c6e1f48a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
1/10/2024,IN04848,04c299a3,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
1/10/2024,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
2/10/2024,IN04849,df4fda5c,547b42da,3327,0,3327,3327,0,0,0,3327,0,3327,0,0,0,Sale,,0,3327,0,0,0,0
2/10/2024,IN04850,3411662b,4cf89708,1628,0,1628,1628,0,0,0,1628,0,0,1628,0,0,Sale,,0,0,0,0,1628,0
2/10/2024,,e3b0c442,6a777e0f,4955,0,4955,4955,0,0,0,4955,0,3327,1628,0,,,,0,3327,0,0,1628,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
3/10/2024,IN04852,0ad595e7,2d0f4c4e,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
3/10/2024,IN04853,f8da4142,4cf89708,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
3/10/2024,IN04854,22ae000d,2ba1abe1,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
3/10/2024,,e3b0c442,6a777e0f,595,0,595,595,0,0,0,595,0,595,0,0,,,,0,595,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
5/10/2024,IN04855,8acee3a1,4cf89708,360,0,360,360,0,0,0,360,0,360,0,0,0,Sale,,0,360,0,0,0,0
5/10/2024,IN04856,20acb8e6,94467b66,6500,0,6500,6500,0,0,0,6500,0,6500,0,0,0,Sale,,0,6500,0,0,0,0
5/10/2024,IN04857,20acb8e6,94467b66,0,0,0,0,0,0,0,0,0,0,0,7076,0,Sale,,0,0,0,0,0,0
5/10/2024,IN04858,4d052418,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
5/10/2024,IN04859,decec507,3af461b8,398,0,398,398,0,0,0,398,0,398,0,0,0,Sale,,0,398,0,0,0,0
5/10/2024,IN04860,2cdce64f,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
5/10/2024,IN04861,3820a7c7,547b42da,978,0,978,978,0,0,0,978,0,978,0,0,0,Sale,,0,978,0,0,0,0
5/10/2024,IN04862,3820a7c7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/10/2024,IN04863,ce390c57,4cf89708,1818,0,1818,909,0,0,0,909,0,909,0,0,909,Sale,,0,909,0,0,0,0
5/10/2024,,e3b0c442,6a777e0f,10414,0,10414,9505,0,0,0,9505,0,9505,0,7076,,,,0,9505,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
6/10/2024,IN04864,786c09e5,3af461b8,340,0,340,340,0,0,0,340,0,340,0,0,0,Sale,,0,340,0,0,0,0
6/10/2024,IN04865,42c4ba85,89003dbd,530,0,530,530,0,0,0,530,0,0,530,0,0,Sale,,0,0,0,0,530,0
6/10/2024,IN04866,02c493e0,3af461b8,340,0,340,340,0,0,0,340,0,340,0,0,0,Sale,,0,340,0,0,0,0
6/10/2024,,e3b0c442,6a777e0f,1210,0,1210,1210,0,0,0,1210,0,680,530,0,,,,0,680,0,0,530,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
7/10/2024,IN04867,206ac893,94467b66,80,0,80,80,0,0,0,80,0,80,0,0,0,Sale,,0,80,0,0,0,0
7/10/2024,,e3b0c442,6a777e0f,80,0,80,80,0,0,0,80,0,80,0,0,,,,0,80,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
8/10/2024,IN04868,604f085f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/10/2024,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
9/10/2024,IN04869,6207b00b,4cf89708,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
9/10/2024,,e3b0c442,6a777e0f,199,0,199,199,0,0,0,199,0,199,0,0,,,,0,199,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
10/10/2024,IN04870,d7bc2c86,4cf89708,80,0,80,80,0,0,0,80,0,80,0,0,0,Sale,,0,80,0,0,0,0
10/10/2024,,e3b0c442,6a777e0f,80,0,80,80,0,0,0,80,0,80,0,0,,,,0,80,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
11/10/2024,IN04871,cf0ab23d,858d285f,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
11/10/2024,,e3b0c442,6a777e0f,199,0,199,199,0,0,0,199,0,199,0,0,,,,0,199,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
12/10/2024,IN04872,899bc6ef,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
12/10/2024,IN04873,8d67bb95,4cf89708,1764,0,1764,1764,0,0,0,1764,0,1764,0,0,0,Sale,,0,1764,0,0,0,0
12/10/2024,,2b87f6f8,4cf89708,0,0,0,1438,0,0,0,1438,0,1438,0,0,0,Payment TK04835: IN04826,,0,1438,0,0,0,0
12/10/2024,IN04874,57031dbf,94467b66,290,0,290,290,0,0,0,290,0,290,0,0,0,Sale,,0,290,0,0,0,0
12/10/2024,,e3b0c442,6a777e0f,2234,0,2234,3672,0,0,0,3672,0,3672,0,0,,,,0,3672,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
15/10/2024,IN04875,01658bb2,858d285f,2027,0,2027,2027,0,0,0,2027,0,2027,0,0,0,Sale,,0,2027,0,0,0,0
15/10/2024,IN04876,73062f58,07bbb360,0,0,0,0,0,0,0,0,0,0,0,976,0,Sale,,0,0,0,0,0,0
15/10/2024,,e3b0c442,6a777e0f,2027,0,2027,2027,0,0,0,2027,0,2027,0,976,,,,0,2027,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
17/10/2024,IN04877,374ddf80,858d285f,1093,0,1093,1093,0,0,0,1093,0,1093,0,0,0,Sale,,0,1093,0,0,0,0
17/10/2024,IN04878,9f53da6c,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
17/10/2024,,e3b0c442,6a777e0f,1273,0,1273,1273,0,0,0,1273,0,1273,0,0,,,,0,1273,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/10/2024,IN04879,11935173,858d285f,1498,0,1498,1498,0,0,0,1498,0,1498,0,0,0,Sale,,0,1498,0,0,0,0
18/10/2024,IN04880,6ee5460b,2d0f4c4e,594,0,594,594,0,0,0,594,0,594,0,0,0,Sale,,0,594,0,0,0,0
18/10/2024,,e3b0c442,6a777e0f,2092,0,2092,2092,0,0,0,2092,0,2092,0,0,,,,0,2092,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
19/10/2024,IN04881,da6e5f15,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/10/2024,IN04882,3cea894e,94467b66,2148,0,2148,2148,0,0,0,2148,0,0,0,0,0,Sale,,0,0,0,2148,0,0
19/10/2024,IN04883,90a1914a,2d0f4c4e,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
19/10/2024,IN04885,0714e15f,858d285f,348,0,348,348,0,0,0,348,0,348,0,0,0,Sale,,0,348,0,0,0,0
19/10/2024,IN04886,ffb2b3cf,858d285f,580,0,580,580,0,0,0,580,0,0,580,0,0,Sale,,0,0,0,0,580,0
19/10/2024,IN04887,6207b00b,4cf89708,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
19/10/2024,,e3b0c442,6a777e0f,3472,0,3472,3472,0,0,0,3472,0,744,580,0,,,,0,744,0,2148,580,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/10/2024,IN04888,cb70666c,2ba1abe1,328,0,328,328,0,0,0,328,0,0,328,0,0,Sale,,0,0,0,0,328,0
20/10/2024,IN04889,3494d11e,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
20/10/2024,,e3b0c442,6a777e0f,526,0,526,526,0,0,0,526,0,198,328,0,,,,0,198,0,0,328,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/10/2024,IN04890,e5d668e7,4cf89708,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
21/10/2024,IN04891,8f9b66e7,40612bd7,900,0,900,900,0,0,0,900,0,900,0,0,0,Sale,,0,900,0,0,0,0
21/10/2024,,e3b0c442,6a777e0f,1098,0,1098,1098,0,0,0,1098,0,1098,0,0,,,,0,1098,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/10/2024,IN04892,c123e4df,4cf89708,595,0,595,595,0,0,0,595,0,595,0,0,0,Sale,,0,595,0,0,0,0
24/10/2024,IN04893,4d052418,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
24/10/2024,,e3b0c442,6a777e0f,775,0,775,775,0,0,0,775,0,775,0,0,,,,0,775,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/10/2024,IN04894,53613896,4cf89708,506,0,506,506,0,0,0,506,0,506,0,0,0,Sale,,0,506,0,0,0,0
25/10/2024,,e3b0c442,6a777e0f,506,0,506,506,0,0,0,506,0,506,0,0,,,,0,506,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/10/2024,IN04895,0714e15f,858d285f,356,0,356,356,0,0,0,356,0,356,0,0,0,Sale,,0,356,0,0,0,0
26/10/2024,IN04896,38dd68a8,4cf89708,1928,0,1928,1928,0,0,0,1928,0,1928,0,0,0,Sale,,0,1928,0,0,0,0
26/10/2024,,e3b0c442,6a777e0f,2284,0,2284,2284,0,0,0,2284,0,2284,0,0,,,,0,2284,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
27/10/2024,IN04897,25df6c36,547b42da,4968,0,4968,4968,0,0,0,4968,0,4928,40,0,0,Sale,,0,4928,0,0,40,0
27/10/2024,IN04898,2fd1fa94,2d0f4c4e,198,0,198,198,0,0,0,198,198,0,0,0,0,Sale,,198,0,0,0,0,0
27/10/2024,IN04899,6731e228,2ba1abe1,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
27/10/2024,,e3b0c442,6a777e0f,5364,0,5364,5364,0,0,0,5364,198,5126,40,0,,,,198,5126,0,0,40,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
29/10/2024,RC00015,161c0bb8,7196ebc9,0,0,0,210,0,0,0,210,0,210,0,0,0,Payment TK00106: IN00104,,0,210,0,0,0,0
29/10/2024,,e3b0c442,6a777e0f,0,0,0,210,0,0,0,210,0,210,0,0,,,,0,210,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
1/11/2024,IN04900,bce81e4f,07bbb360,0,0,0,0,0,0,0,0,0,0,0,368,0,Sale,,0,0,0,0,0,0
1/11/2024,IN04901,31fb180d,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
1/11/2024,,e3b0c442,6a777e0f,180,0,180,180,0,0,0,180,0,180,0,368,,,,0,180,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
3/11/2024,IN04902,c6e1f48a,94467b66,720,0,720,720,0,0,0,720,0,720,0,0,0,Sale,,0,720,0,0,0,0
3/11/2024,IN04903,c6e1f48a,547b42da,6500,0,6500,6500,0,0,0,6500,0,6500,0,0,0,Sale,,0,6500,0,0,0,0
3/11/2024,,e3b0c442,6a777e0f,7220,0,7220,7220,0,0,0,7220,0,7220,0,0,,,,0,7220,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
6/11/2024,IN04904,ffb2b3cf,858d285f,290,0,290,290,0,0,0,290,0,0,290,0,0,Sale,,0,0,0,0,290,0
6/11/2024,,e3b0c442,6a777e0f,290,0,290,290,0,0,0,290,0,0,290,0,,,,0,0,0,0,290,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
7/11/2024,IN04905,3b00fa99,4cf89708,794,0,794,794,0,0,0,794,794,0,0,0,0,Sale,,794,0,0,0,0,0
7/11/2024,IN04906,2b0abcf6,2ba1abe1,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
7/11/2024,IN04907,ca8c5ed0,4cf89708,1288,0,1288,1288,0,0,0,1288,0,1288,0,0,0,Sale,,0,1288,0,0,0,0
7/11/2024,,e3b0c442,6a777e0f,2280,0,2280,2280,0,0,0,2280,794,1486,0,0,,,,794,1486,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
8/11/2024,IN04908,30e08f76,4cf89708,1818,0,1818,1818,0,0,0,1818,0,1818,0,0,0,Sale,,0,1818,0,0,0,0
8/11/2024,,e3b0c442,6a777e0f,1818,0,1818,1818,0,0,0,1818,0,1818,0,0,,,,0,1818,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
9/11/2024,IN04909,8605a168,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/11/2024,IN04910,604f085f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/11/2024,IN04911,52973728,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/11/2024,IN04912,329705fc,40612bd7,100,0,100,100,0,0,0,100,0,100,0,0,0,Sale,,0,100,0,0,0,0
9/11/2024,IN04913,88cbe223,4cf89708,595,0,595,595,0,0,0,595,0,595,0,0,0,Sale,,0,595,0,0,0,0
9/11/2024,IN04914,8da40085,4cf89708,30,0,30,30,0,0,0,30,0,0,30,0,0,Sale,,0,0,0,0,30,0
9/11/2024,IN04915,7cc772e9,07bbb360,12,0,12,12,0,0,0,12,12,0,0,168,0,Sale,,12,0,0,0,0,0
9/11/2024,,e3b0c442,6a777e0f,737,0,737,737,0,0,0,737,12,695,30,168,,,,12,695,0,0,30,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
10/11/2024,IN04916,cf0111ce,4cf89708,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
10/11/2024,IN04917,76b1ff31,94467b66,2700,0,2700,2700,0,0,0,2700,0,2700,0,0,0,Sale,,0,2700,0,0,0,0
10/11/2024,IN04918,76b1ff31,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/11/2024,IN04919,e48e32bc,4cf89708,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
10/11/2024,,e3b0c442,6a777e0f,3097,0,3097,3097,0,0,0,3097,0,3097,0,0,,,,0,3097,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
12/11/2024,IN04920,dd76ce00,94467b66,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
12/11/2024,,e3b0c442,6a777e0f,199,0,199,199,0,0,0,199,0,199,0,0,,,,0,199,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
14/11/2024,IN04921,2b87f6f8,4cf89708,120,0,120,120,0,0,0,120,0,120,0,0,0,Sale,,0,120,0,0,0,0
14/11/2024,,e3b0c442,6a777e0f,120,0,120,120,0,0,0,120,0,120,0,0,,,,0,120,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
16/11/2024,IN04922,1e200c18,07bbb360,0,0,0,0,0,0,0,0,0,0,0,1006,0,Sale,,0,0,0,0,0,0
16/11/2024,,ce390c57,4cf89708,0,0,0,909,0,0,0,909,0,909,0,0,0,Payment TK04872: IN04863,,0,909,0,0,0,0
16/11/2024,,e3b0c442,6a777e0f,0,0,0,909,0,0,0,909,0,909,0,1006,,,,0,909,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/11/2024,IN04923,3411662b,4cf89708,4098,0,4098,2049,0,0,0,2049,0,0,2049,0,2049,Sale,,0,0,0,0,2049,0
18/11/2024,IN04924,9f53da6c,40612bd7,980,0,980,980,0,0,0,980,0,980,0,0,0,Sale,,0,980,0,0,0,0
18/11/2024,IN04925,e5d668e7,4cf89708,380,0,380,380,0,0,0,380,0,380,0,0,0,Sale,,0,380,0,0,0,0
18/11/2024,,e3b0c442,6a777e0f,5458,0,5458,3409,0,0,0,3409,0,1360,2049,0,,,,0,1360,0,0,2049,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
19/11/2024,IN04926,b0ab097f,94467b66,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
19/11/2024,,e3b0c442,6a777e0f,199,0,199,199,0,0,0,199,0,199,0,0,,,,0,199,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/11/2024,IN04927,88cbe223,4cf89708,198,0,198,198,0,0,0,198,0,0,198,0,0,Sale,,0,0,0,0,198,0
20/11/2024,IN04928,87bf7fc0,40612bd7,180,0,180,180,0,0,0,180,0,180,0,0,0,Sale,,0,180,0,0,0,0
20/11/2024,,e3b0c442,6a777e0f,378,0,378,378,0,0,0,378,0,180,198,0,,,,0,180,0,0,198,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/11/2024,IN04929,ec0f8c28,858d285f,260,0,260,260,0,0,0,260,0,260,0,0,0,Sale,,0,260,0,0,0,0
21/11/2024,,e3b0c442,6a777e0f,260,0,260,260,0,0,0,260,0,260,0,0,,,,0,260,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
23/11/2024,IN04930,c0d8c18d,4cf89708,978,0,978,978,0,0,0,978,0,978,0,0,0,Sale,,0,978,0,0,0,0
23/11/2024,,e3b0c442,6a777e0f,978,0,978,978,0,0,0,978,0,978,0,0,,,,0,978,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/11/2024,IN04931,6702899e,2ba1abe1,684,0,684,684,0,0,0,684,0,684,0,0,0,Sale,,0,684,0,0,0,0
24/11/2024,IN04932,d57d8752,4cf89708,198,0,198,198,0,0,0,198,198,0,0,0,0,Sale,,198,0,0,0,0,0
24/11/2024,,e3b0c442,6a777e0f,882,0,882,882,0,0,0,882,198,684,0,0,,,,198,684,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/11/2024,IN04933,20be1b1d,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
26/11/2024,IN04934,8a5c8b5d,2ba1abe1,396,0,396,396,0,0,0,396,0,396,0,0,0,Sale,,0,396,0,0,0,0
26/11/2024,,e3b0c442,6a777e0f,594,0,594,594,0,0,0,594,0,594,0,0,,,,0,594,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
27/11/2024,IN04935,c0b5f784,547b42da,199,0,199,199,0,0,0,199,0,199,0,0,0,Sale,,0,199,0,0,0,0
27/11/2024,IN04936,95b3096f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/11/2024,,e3b0c442,6a777e0f,199,0,199,199,0,0,0,199,0,199,0,0,,,,0,199,0,0,0,0
